dataset,end-date,entity,entry-date,geojson,geometry,name,organisation-entity,point,prefix,quality,reference,start-date,typology,brownfield-land,deliverable,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-address,site-categories,site-plan-url
brownfield-land,,1729833,2022-11-01,,POINT (-1.770777 53.754043),SW/088,58.0,POINT(-1.770777 53.754043),brownfield-land,authoritative,SW/088,2020-12-01,geography,,,,1.02,30.0,30.0,,,owned-by-a-public-authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=PXKE2VDH0GF00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MGI69UDHLT000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=N03T0UDHLT000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OU1YJ3DHM9T00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KUC9BDDH02T00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=HWMPKLDHV6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KUC381DHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=L2K146DH06L00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=PY4XSBDHLJ300&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LW525YDH0GF00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=Q0NCMUDHMV900&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JONY1WDH0DK00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=HP7SRWDHD3000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=Q1XZE1DHFSQ00&activeTab=summary,not-permissioned,,,"Abb Scott Lane, Low Moor",,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415149.8941,428582.37,415274.02,428719.5623,27700"
brownfield-land,,1729834,2022-11-01,,POINT (-1.792486 53.777215),SW/157,58.0,POINT(-1.792486 53.777215),brownfield-land,authoritative,SW/157,2020-12-01,geography,,,,0.29,9.0,9.0,,,not-owned-by-a-public-authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=HJ53DCDHT3000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IVPOVJDHN8000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8307859ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8908752COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9703653FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=PI4ZAGDHK6G00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=QE654PDHMB400&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=QKZBM5DHIQ600&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MQ68SIDHLT000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=QE654RDHMB500&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=QRI055DHMU900&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0201706FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8701187DEM&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=M0RP2NDH0B300&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=QKZBM4DHIQ500&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J65AC1DH4C000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7405067LBC&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7807241FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=QRI2XMDHMUD00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7402044FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8903916FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OYZL4WDHH9000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0201400FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7900592FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8703710NEW&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JHTQGHDH8O000&activeTab=summary,not-permissioned,,,"Blamires Street, Great Horton",,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413746.32,431182.84,413801.639,431263.75,27700"
brownfield-land,,1729835,2022-11-01,,POINT (-1.795504 53.764339),SW/158,58.0,POINT(-1.795504 53.764339),brownfield-land,authoritative,SW/158,2020-12-01,geography,,,,0.32,14.0,14.0,,,not-owned-by-a-public-authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IU9V6FDH4A000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0202725FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7405404FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8907346FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9502263COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NJVC5VDH0CY00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=HLTS8TDH56000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J7YCK3DH6A000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7901004FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IA7PB3DHV6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8206740FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K08TZHDH06V00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=PHRPGRDHJY400&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7909180DUMMY&activeTab=summary,not-permissioned,,,"Reevy Rd West, Buttershaw",,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413541.81,429759.2907,413620.15,429831.6419,27700"
brownfield-land,,1729836,2022-11-01,,POINT (-1.783738 53.77918),SW/160,58.0,POINT(-1.783738 53.77918),brownfield-land,authoritative,SW/160,2020-12-01,geography,,,,0.2,9.0,9.0,,,not-owned-by-a-public-authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MXY95VDH0GF00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KWLCI9DH0B200&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LS9ZSLDH0B300&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K3DFYHDH03J00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NM2U2EDH02F00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=L3DW4EDH0I700&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MLI2DTDH0B200&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MXY87SDH0GF00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MKMQL4DH0GF00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LTMGRRDH0DX00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MR46QADH0B200&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NM2THDDH02F00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=N6JP7RDH0IL00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KT7D3VDH0GF00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KNFX04DHFH000&activeTab=summary,not-permissioned,,,"Bell House, Southfield Lane",,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414325.3,431421.95,414380.5,431485.6485,27700"
brownfield-land,,1733239,2022-12-20,,POINT (-1.54456 53.813496),SHL00313,195.0,POINT(-1.54456 53.813496),brownfield-land,authoritative,SHL00313,2022-12-20,geography,,yes,,0.7,19.0,19.0,"Change of use of ground floor undercroft car parking to create additional student accommodation consisting of up to 19 self-contained units, with external alterations and associated landscaping works to create new servicing area",,not-owned-by-a-public-authority,2021-03-02,,permissioned,full-planning-permission,,"Cross Chancellor Street, Woodhouse, LS7",,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00313
brownfield-land,,1733240,2022-12-20,,POINT (-1.733989 53.882359),SHL00318,195.0,POINT(-1.733989 53.882359),brownfield-land,authoritative,SHL00318,2022-12-20,geography,,yes,,24.63,30.0,30.0,Conversion of the former administration block and workshops to create 46 residential units and one retail unit and erect 25 new dwellings,,not-owned-by-a-public-authority,2017-08-08,,permissioned,full-planning-permission,,High Royds Bradford Road Menston,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00318
brownfield-land,,1733241,2020-12-21,,POINT (-1.559934 53.800648),SHL00520,195.0,POINT(-1.559934 53.800648),brownfield-land,authoritative,SHL00520,2020-12-21,geography,,yes,,0.21,39.0,39.0,"Demolition of all existing buildings and structures and the erection of a series of inter-linked townhouse blocks (3-6 storeys in height) for student accommodation use (sui generis), alongside landscaping, access and various associated highway and public realm works (with the site boundary extended to include highway works within Park Lane) with revisions to the design and increased areas of landscaping.",,not-owned-by-a-public-authority,2019-12-17,,permissioned,full-planning-permission,,"Land And Property At Oak House, Park Lane Leeds LS3",,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00520
brownfield-land,,1733242,2020-12-21,,POINT (-1.528217 53.729286),SHL00774,195.0,POINT(-1.528217 53.729286),brownfield-land,authoritative,SHL00774,2020-12-21,geography,,yes,,0.61,21.0,21.0,,,not-owned-by-a-public-authority,,,not-permissioned,,,"Fall Lane, East Ardsley",,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00774
brownfield-land,,1733243,2022-12-20,,POINT (-1.6105 53.791607),SHL01010,195.0,POINT(-1.6105 53.791607),brownfield-land,authoritative,SHL01010,2022-12-20,geography,,yes,,0.38,110.0,110.0,Change of use of mill buildings to provide 30 dwellings and the construction of 82 new dwellings (112 dwellings in total) with associated access and landscaping,,not-owned-by-a-public-authority,2019-09-18,,permissioned,full-planning-permission,,Stonebridge Lane LS12,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01010
brownfield-land,,1733244,2022-12-20,,POINT (-1.451499 53.863088),SHL01244,195.0,POINT(-1.451499 53.863088),brownfield-land,authoritative,SHL01244,2022-12-20,geography,,yes,,1.27,9.0,9.0,Demolition of Existing Livery Buildings and Erection 9 no. Residential Dwellings,,not-owned-by-a-public-authority,2021-09-01,,permissioned,full-planning-permission,,"Wood Farm, Wetherby Road, Scarcroft, LS14 3hn",,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01244
brownfield-land,,1733245,2022-12-20,,POINT (-1.570225 53.821345),SHL01311,195.0,POINT(-1.570225 53.821345),brownfield-land,authoritative,SHL01311,2022-12-20,geography,,yes,,0.53,21.0,21.0,"Conversion and extension of Belmont House to create 9 no. residential apartments; and 1 no, town house: Demolition of Roundhouse and the construction of one block of 8 no. residential apartments: demolition of the coach house and the construction of one block of 6 no. residential apartments: associated parking and landscaping.",,not-owned-by-a-public-authority,2022-07-08,,permissioned,full-planning-permission,,"Belmont House, 20 Wood Lane, Headingley, Leeds, LS6 2ae",,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01311
brownfield-land,,1733246,2022-12-20,,POINT (-1.661778 53.798618),SHL01316,195.0,POINT(-1.661778 53.798618),brownfield-land,authoritative,SHL01316,2022-12-20,geography,,yes,,0.94,12.0,12.0,Conversion and extension of former school science block to form 12 apartments with car parking,,owned-by-a-public-authority,2020-03-19,,permissioned,full-planning-permission,,"Former Pudsey Grangefield School, Mount Pleasant Road, Pudsey, LS28",,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01316
brownfield-land,,1733247,2022-12-20,,POINT (-1.399948 53.739833),SHL01438,195.0,POINT(-1.399948 53.739833),brownfield-land,authoritative,SHL01438,2022-12-20,geography,,yes,,0.26,9.0,9.0,9 dwellings to vacant site,,owned-by-a-public-authority,2020-09-25,,permissioned,full-planning-permission,,Main Street Mickletown,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01438
brownfield-land,,1733248,2020-12-21,,POINT (-1.658943 53.808269),SHL01469,195.0,POINT(-1.658943 53.808269),brownfield-land,authoritative,SHL01469,2020-12-21,geography,,yes,,1.45,48.0,48.0,"Outline application for residential development, including demolition of existing buildings and ceasing of commercial use",,not-owned-by-a-public-authority,2017-08-11,,permissioned,outline-planning-permission,,Land at Arthur Street Stanningley,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01469
brownfield-land,,1733249,2020-12-21,,POINT (-1.555279 53.795109),SHL01850,195.0,POINT(-1.555279 53.795109),brownfield-land,authoritative,SHL01850,2020-12-21,geography,,yes,,6.08,783.0,783.0,"Hybrid application for full planning permission for the erection of new residential dwellings with ancillary commercial uses (A1, A2, A3, A4, A5, B1, D1 and D2) and landscaped public realm; outline application for an associated 'hub' building in a flexible commercial use (A1, A2, A3, A4, A5, B1, D1 and D2)",,not-owned-by-a-public-authority,2021-09-08,,permissioned,full-planning-permission,,"Doncaster Monk Bridge, Globe Road",,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01850
brownfield-land,,1733250,2022-12-20,,POINT (-1.511744 53.798959),SHL02064,195.0,POINT(-1.511744 53.798959),brownfield-land,authoritative,SHL02064,2022-12-20,geography,,yes,,,14.0,14.0,,,not-owned-by-a-public-authority,,,not-permissioned,,,Walford Road Burmantofs Leeds LS9 7QT ,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02064
brownfield-land,,1733251,2022-12-20,,POINT (-1.504268 53.805789),SHL02065,195.0,POINT(-1.504268 53.805789),brownfield-land,authoritative,SHL02065,2022-12-20,geography,,yes,,,60.0,60.0,Change of use from offices (Class B1) to 60 residential flats (Class C3),,not-owned-by-a-public-authority,2020-09-03,,permissioned,other,,"Hillcrest House , 386 Harehills Lane",,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02065
brownfield-land,,1733252,2020-12-21,,POINT (-1.563588 53.768561),SHL01922,195.0,POINT(-1.563588 53.768561),brownfield-land,authoritative,SHL01922,2020-12-21,geography,,yes,,1.23,49.0,49.0,"49No. residential dwellings 100% Affordable Housing (Use Class C3) with associated internal access road, car parking and landscaping",,not-owned-by-a-public-authority,2020-07-16,,permissioned,full-planning-permission,,"Land Off Old Lane And Moorhouse Avenue, Beeston ",,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01922
